,volumen,r,fenotipo,aptitud,genotipo
0,25.51020408163265,60.204081632653065,"[3.5714285714285716, 1.4285714285714284, 5.0]",0.0,101010111
1,3.2798833819241975,15.30612244897959,"[2.142857142857143, 2.142857142857143, 0.7142857142857142]",3.2798833819241975,011011001
2,0.0,36.73469387755102,"[4.285714285714286, 0.0, 4.285714285714286]",0.0,110000110
3,2.9154518950437307,14.285714285714283,"[0.7142857142857142, 1.4285714285714284, 2.8571428571428568]",2.9154518950437307,001010100
